raw_id,chat,message_date,text_len,audit_class,usefulness,system_result,coverage_reason,intake_status,queue_status,batch_status,run_id,run_status,final_decision,single_score,material_count,embedding_count,preview
802,Vibe GIG Мастерская,2026-06-24T07:38:24+00:00,542,TOOL_OR_RELEASE,78,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,4 инструмента которые помогут экономить токены и контекст при работе: Сжатие выходных данных инструмента (RTK) • git/grep/ls/tree/logs и другое → на 60–90 % меньше входных токенов Сжатие контекста (Headroom) • Сжимайте запросы через /v1/com
803,Рефералки в IT | Вакансии и резюме,2026-06-24T06:50:37+00:00,2748,GUIDE_READY,100,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Область и стек: Devops Должность: Platform engineer Компания: 40 Acres Зарплатная вилка: до €75.000 в год Формат работы: Удаленка Страна работы: United Arab Emirates Platform engineer - Job Description Job Title: Platform Engineer (Kubernet
804,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,1972,USEFUL_SIGNAL,52,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,📢🎉17 июня в Московской торгово-промышленной палате состоялся финал проекта «Школа международного предпринимательства для студентов московских вузов “Начни свой бизнес с Москвой”». Студенческие команды представляли свои бизнес-идеи экспертно
805,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
806,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
807,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
808,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
809,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
810,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
811,Сделка с Ангелом | Kолмакова,2026-06-24T06:44:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
812,Vibe Dev,2026-06-24T07:37:31+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
813,"founderStack / Общение, знакомства",2026-06-24T06:57:21+00:00,355,ANSWER_OR_EXPLANATION,68,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Текущий прогресс Есть папки, теги, можно добавлять ссылки через приложение или экстеншн (для всех основных браузеров есть, но пока не выложено в стор). Надо купить домен, выложить в стор, добавить пейвол и инструкцию. Приложение будет опен-"
814,"founderStack / Общение, знакомства",2026-06-24T06:58:10+00:00,53,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"а, ну и интеграции надо сделать, не уверен, что в MVP"
815,"founderStack / Общение, знакомства",2026-06-24T06:59:07+00:00,53,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,А как это работает (или должно работать) на мобилках?
816,"founderStack / Общение, знакомства",2026-06-24T06:59:28+00:00,64,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"есть PWA, в идеале будет мобильное приложение, но точно не скоро"
817,"founderStack / Общение, знакомства",2026-06-24T07:00:09+00:00,53,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"не уверен, что PWA всё покроет, но надо поисследовать"
818,"founderStack / Общение, знакомства",2026-06-24T07:05:23+00:00,163,NOT_USEFUL,28,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"То есть не существует адекватного способа в браузере на мобиле добавить страницу в закладки? Типа, надо копировать адрес и вставлять его в другом сайте/приложении?"
819,"founderStack / Общение, знакомства",2026-06-24T07:06:14+00:00,28,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"да, проверил, не существует("
820,"founderStack / Общение, знакомства",2026-06-24T07:06:59+00:00,33,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Через share я делал такую функцию
821,"founderStack / Общение, знакомства",2026-06-24T07:07:11+00:00,117,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Тогда прям на 146% не мой продукт :( ну, не в плане, что ты сделал что-то не то, а в плане не мой тип продукта точно."
822,"founderStack / Общение, знакомства",2026-06-24T07:07:17+00:00,18,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,можно поподробнее?
823,"founderStack / Общение, знакомства",2026-06-24T07:07:35+00:00,49,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"я именно про PWA, на нативном приложении то можно"
824,"founderStack / Общение, знакомства",2026-06-24T07:08:28+00:00,86,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"по идее на react native труда не составит сделать приложение, там буквально два экрана"
825,"founderStack / Общение, знакомства",2026-06-24T07:08:46+00:00,115,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"А, у меня нативное было Ну ты можешь в принципе PWA завернуть в нативный врапер и добавить обработчик share intent"
826,"founderStack / Общение, знакомства",2026-06-24T07:08:51+00:00,23,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Логика одинаковая будет
827,"founderStack / Общение, знакомства",2026-06-24T07:09:11+00:00,16,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,спасибо за идею!
828,"founderStack / Общение, знакомства",2026-06-24T07:10:28+00:00,186,UNKNOWN_NEEDS_CONTEXT,32,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Я себе делал такое приложение, ещё добавил туда очередь обработки ссылок, статусы и напоминалки, в итоге не доделал, так как пропала необходимость обрабатывать большое количество ссылок)"
829,"founderStack / Общение, знакомства",2026-06-24T07:11:25+00:00,67,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"о, интересно) если будет желание поделиться опытом — было бы круто."
830,"founderStack / Общение, знакомства",2026-06-24T07:14:31+00:00,320,NOT_USEFUL,18,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Можем пообщаться У меня основной задачей было бесшовно собрать ссылки из разных источников в процессе поиска/исследования, для этого были сделаны мобильное приложение и расширение для браузера + веб интерфейс для управления. Браузерное расш"
831,"founderStack / Общение, знакомства",2026-06-24T07:15:16+00:00,114,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"а был автоматический импорт с разных источников? У меня это следующая задача, пока не размышлял, как к ней подойти"
832,"founderStack / Общение, знакомства",2026-06-24T07:15:52+00:00,114,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Не, мой юзкейс не подразумевает импорт, только агрегация новых ссылок, проставление статусов, сортировка и экспорт"
833,"founderStack / Общение, знакомства",2026-06-24T07:16:32+00:00,117,NOT_USEFUL,10,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Мне нужно было сохранять ссылки и заметки внутри определенного контекста, для чего создавались проекты внутри сервиса"
834,"founderStack / Общение, знакомства",2026-06-24T07:16:36+00:00,65,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,а какие статусы? прочитано/не прочитано? или что-то более сложное
835,"founderStack / Общение, знакомства",2026-06-24T07:17:01+00:00,47,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Прочитано, не прочитано, отложено, архивировано"
836,"founderStack / Общение, знакомства",2026-06-24T07:17:21+00:00,19,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"интересно, спасибо!"
837,API SUPPORT | ModelHub,2026-06-24T06:54:30+00:00,45,NOT_USEFUL,6,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Как в гермес добавить api нашего провайдера?🤔
838,API SUPPORT | ModelHub,2026-06-24T07:18:11+00:00,18,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,ебаный кодекс сука
839,API SUPPORT | ModelHub,2026-06-24T07:18:31+00:00,17,NOT_USEFUL,14,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Через open ai api
840,API SUPPORT | ModelHub,2026-06-24T07:18:37+00:00,31,NOT_USEFUL,14,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Просто выбираешь путь через апи
841,API SUPPORT | ModelHub,2026-06-24T07:18:43+00:00,3,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,404
842,API SUPPORT | ModelHub,2026-06-24T07:18:44+00:00,29,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,И там вставишь и урлу и токен
843,API SUPPORT | ModelHub,2026-06-24T07:18:55+00:00,63,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,рискованный ты человек full access стороннему провайдеру давать
844,API SUPPORT | ModelHub,2026-06-24T07:18:57+00:00,32,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,А ты там урлу правильную ставил?
845,API SUPPORT | ModelHub,2026-06-24T07:19:01+00:00,1,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,+
846,API SUPPORT | ModelHub,2026-06-24T07:19:05+00:00,4,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,v1 ?
847,API SUPPORT | ModelHub,2026-06-24T07:19:09+00:00,1,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,+
848,API SUPPORT | ModelHub,2026-06-24T07:19:16+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
849,API SUPPORT | ModelHub,2026-06-24T07:19:37+00:00,20,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Памяти пизда видюхе)
850,API SUPPORT | ModelHub,2026-06-24T07:20:21+00:00,70,NOT_USEFUL,14,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,В ошибку уходит Наверное потому что щас кодекс в деградации находится
851,API SUPPORT | ModelHub,2026-06-24T07:21:48+00:00,1,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,+
852,API SUPPORT | ModelHub,2026-06-24T07:22:08+00:00,6,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Супер!
853,обкашляем вопросик,2026-02-22T14:23:09+00:00,34,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,А как на чистом акке поменять гео.
854,API SUPPORT | ModelHub,2026-06-24T07:46:00+00:00,42,NOT_USEFUL,25,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"@storelzt почини кодекс , 4 запроса и умер"
855,API SUPPORT | ModelHub,2026-06-24T07:46:04+00:00,15,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,и так постоянно
856,API SUPPORT | ModelHub,2026-06-24T07:46:06+00:00,10,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,это пиздец
857,API SUPPORT | ModelHub,2026-06-24T07:46:39+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
858,API SUPPORT | ModelHub,2026-06-24T07:46:42+00:00,13,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,сглазил блять
859,API SUPPORT | ModelHub,2026-06-24T07:46:46+00:00,16,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,теперь не одного
860,Vibemode,2026-06-24T07:47:23+00:00,120,NOT_USEFUL,10,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Ещё не понял по итогу общий лог как работает - в новом ЛК должны отображаться запросы по старым ключам всё таки или нет?
861,Vibecoder Chat [Public],2026-06-24T07:47:37+00:00,17,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,есть чтото лучше?
862,Vibemode,2026-06-24T07:47:47+00:00,37,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Т.е. вот как реально и как в новом ЛК
863,Vibemode,2026-06-24T07:47:47+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
864,ОМ: Флудилка,2026-06-24T07:48:08+00:00,32,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,слишком сильно отработанная речь
865,API SUPPORT | ModelHub,2026-06-24T07:48:21+00:00,80,NOT_USEFUL,10,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,почему гпт постоянно эту ошибку выбивает в opencode cli? в кодексе работает норм
866,Vibemode,2026-06-24T07:48:59+00:00,3,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,нет
867,Vibemode,2026-06-24T07:49:22+00:00,54,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,последнее обновление на проде по БД было где то 4 утра
868,Vibemode,2026-06-24T07:49:27+00:00,1,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,.
869,API SUPPORT | ModelHub,2026-06-24T07:50:53+00:00,72,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Деградация ибо Аккаунтов то-ли мало то-ли хрен пойми что там происходит
870,API SUPPORT | ModelHub,2026-06-24T07:51:19+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
871,API SUPPORT | ModelHub,2026-06-24T07:51:25+00:00,30,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,спокойно скажу что кодекс сдох
872,Vibe Dev,2026-06-24T07:51:40+00:00,90,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"А есть тут кто-то, кто занимается или шарит в автопостинге? Интересуют ТТ, Ютуб, ФБ, Инста"
873,API SUPPORT | ModelHub,2026-06-24T07:51:44+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
874,API SUPPORT | ModelHub,2026-06-24T07:51:57+00:00,64,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"частично, могу предположить что ротация аккаунтов по пизде пошла"
875,API SUPPORT | ModelHub,2026-06-24T07:52:03+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
876,Solo Founders,2026-06-24T07:52:03+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
877,Solo Founders,2026-06-24T07:53:37+00:00,250,UNKNOWN_NEEDS_CONTEXT,32,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"да, с транзакциями это проще, а так вручную вести всё это геморрой конечно. я тоже недавно забыл отменить одну подписку, чуть лишнего не заплатил. в @polzastas видел как раз про автоматизацию подписок, может там есть интересные идеи как это"
878,ОМ: Полезные обсуждения,2026-06-24T07:54:08+00:00,1210,GUIDE_READY,96,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"Всем привет! Ребят, подскажите плиз, у нас в компании ввели положение о премировании и теперь каждый разраб должен поставить себе от 3 до 5 целей и расписать их выполнение с градацией в 80%, 100% и 120%. Раньше компания если выполняла свои "
879,API SUPPORT | ModelHub,2026-06-24T07:54:30+00:00,31,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,просто 5.5 у опен аи перегружен
880,Vibe Dev,2026-06-24T07:54:57+00:00,53,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"А какой именно вопрос, делать контент или публиковать"
881,API SUPPORT | ModelHub,2026-06-24T07:55:27+00:00,57,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"не вижу пика в downdetector'е, так что утверждать не буду"
882,Vibe Dev,2026-06-24T07:55:27+00:00,27,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Делать, и потом публиковать"
883,API SUPPORT | ModelHub,2026-06-24T07:55:39+00:00,26,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,значит явление не массовое
884,API SUPPORT | ModelHub,2026-06-24T07:56:01+00:00,29,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,на downdetector тихо пока что
885,API SUPPORT | ModelHub,2026-06-24T07:56:07+00:00,3,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,ага
886,API SUPPORT | ModelHub,2026-06-24T07:56:16+00:00,15,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Ну только такое
887,API SUPPORT | ModelHub,2026-06-24T07:56:39+00:00,45,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"а, блять, у них же тоже аптайм смотреть можно"
888,Токены Claude 💶 / Tessera,2026-06-24T07:56:43+00:00,0,NOT_USEFUL,0,INTAKE_SKIPPED,text_extraction_empty_or_no_text,SKIPPED,,,,,,,0,0,
889,Vibe Dev,2026-06-24T07:56:51+00:00,69,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Постинг через апи, если из рф можно сторонние сервисы (платные) юзать"
890,API SUPPORT | ModelHub,2026-06-24T07:57:04+00:00,37,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,но downdetector по ощущениям надежнее
891,Vibe Dev,2026-06-24T07:57:25+00:00,31,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,А делать контент не подскажешь?
892,Vibemode,2026-06-24T07:57:49+00:00,314,NOT_USEFUL,22,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Кнопка в разделе с реферальной программой работает странно. Нажимаю ""Связаться с поддержкой"" оно предлагает открыть ссылку в каком-то браузере (вместо браузера по умолчанию) Нажимаю гугл - ничего не происходит и не открывается. Нажал Brave "
893,Vibecoder Chat [Public],2026-06-24T07:57:59+00:00,12,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,High если чё
894,Vibemode,2026-06-24T08:00:19+00:00,30,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Не задумано, осталась заглушка"
895,ОМ: Полезные обсуждения,2026-06-24T08:00:10+00:00,729,USEFUL_SIGNAL,50,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"Мне кажется, что цели должны быть связаны непосредственно с проектом - должен быть бизнес-импакт или хотя бы какое-то влияние на сам код (рефакторинг, например). Скорее всего, у руководителя есть верхнеуровневые цели по проекту, из которых "
896,Vibemode,2026-06-24T08:01:06+00:00,34,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Ты где эту кнопку нашел конкретно?
897,Vibemode,2026-06-24T08:01:24+00:00,7,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Вот тут
898,Vibemode,2026-06-24T08:01:46+00:00,7,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,А понял
899,Vibemode,2026-06-24T08:01:53+00:00,8,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Исправлю
900,ОМ: Полезные обсуждения,2026-06-24T08:03:48+00:00,520,PROMPT_OR_TEMPLATE,78,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"Да рук сам сказал, что прочитать книгу или пройти курс - вполне себе нормальная цель. Единственное, хоть как-то должны быть связаны с задачами. Я спросил у него за цели верхнеуровневые, чтобы исходя из них себе цели придумать, но получил от"
901,ОМ: Полезные обсуждения,2026-06-24T08:04:49+00:00,161,NOT_USEFUL,18,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"Ну, в твоих интересах, чтобы у тебя не было никаких недопониманий по этому вопросу. Иначе в конце года тебе скажут - ну цели так себе, не будем тебя премировать."
902,[UNCRN.me] Коридорки и кастдев,2026-06-24T08:04:44+00:00,274,DISCUSSION_SEGMENT,40,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,"Всем привет! ✨ Я сейчас проектирую главный экран для сайта турагентства. Чтобы сделать его максимально удобным для путешественников, мне очень нужен ваш свежий взгляд. Пройдите, пожалуйста, короткий тест предпочтений (займет не больше 2-3 м"
903,Vibecoder Chat [Public],2026-06-24T08:05:50+00:00,19,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Вайбкодинг. Итоги 🤭
904,Vibemode,2026-06-24T08:06:09+00:00,25,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"А, ну теперь понятно, ок)"
905,Vibe GIG Мастерская,2026-06-24T08:07:01+00:00,685,GUIDE_READY,98,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"🔥 ХАЛЯВНАЯ ПРИВАТКА В ТВОЕЙ ЖИЗНИ 🔫 Братва, дроп на 200 мест в приватку CJ. Бесплатно. Без бабла. Только удача. Чё внутри: — CJ Агент с джейлбрейком (брат за брата, без отказов) — Закрытый чат с братвой — Гайды, тулзы, инжекты под все модел"
906,Vibe Dev,2026-06-24T08:06:37+00:00,97,NOT_USEFUL,8,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,https://wikivibe.ru/ru/avtomatizatsiya/kontent-zavod-avtomaticheskaya-generatsiya-video-karuseli/
907,Vibe Dev,2026-06-24T08:06:40+00:00,14,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Почитай теорию
908,Vibe Dev,2026-06-24T08:06:48+00:00,23,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Далее кодекс/клод + н8н
909,Vibe Dev,2026-06-24T08:06:53+00:00,9,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Спасибо 🙏
910,Vibemode,2026-06-24T08:07:21+00:00,295,NOT_USEFUL,18,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"А реферальная программа в целом сейчас присутствует? Если да, то какие условия 🧐 Сервис классный, есть пара ребят которым могу порекомендовать + посты время от времени пишу, тоже есть опция рассказать про удобный сервис т.к сам активно поль"
911,Vibemode,2026-06-24T08:07:26+00:00,65,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Всем привет, слышали про fugu ultra? что можете сказать про него?"
912,Vibe Dev,2026-06-24T08:10:20+00:00,327,DISCUSSION_SEGMENT,42,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"По поводу этого буесу не могу найти никаких инструкций и видео. Объясните пожалуйста как все работает🙏 Я создаю апи, захожу в апку кодекс на маке или в апку Claude и там выхожу из аккаунта и захожу с этим апи? Или по другому как-то? При это"
913,Vibe GIG Мастерская,2026-06-24T08:11:05+00:00,18,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Щедрый ты сегодня)
914,Solo Founders,2026-06-24T08:11:21+00:00,20,NOT_USEFUL,0,INTAKE_PENDING,suppressed_by_scope_no_explicit_auto_setting,PENDING,,,,,,,0,0,Божественная ирония)
915,Vibemode,2026-06-24T08:12:04+00:00,35,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"Напиши почту, включу тебе рефералов"
916,Vibemode,2026-06-24T08:12:26+00:00,36,NOT_USEFUL,14,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,В тестах заметно слабее чем в бенчах
917,Vibemode,2026-06-24T08:12:27+00:00,12,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Отписал в ЛС
918,Vibemode,2026-06-24T08:13:32+00:00,106,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,"там еще момент - показывает Последние приглашенные, а это список оплативших. и нет количества приглашенных"
919,Vibe Dev,2026-06-24T08:15:26+00:00,237,DISCUSSION_SEGMENT,46,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,И вот ещё вопрос. Это прайс neurogate. Написано кол-во токенов на 7 дней. Покупка совершается на месяц и через неделю дадут ещё столько же на 7 дней? Или это чисто пакет единоразовый на 7 дней только и потом надо будет покупать опять?
920,Vibemode,2026-06-24T08:15:56+00:00,8,NOT_USEFUL,0,INTAKE_PENDING,intake_pending_not_queued,PENDING,,,,,,,0,0,Поправим
