lab_message_id,raw_id,route,short_decision,has_reply,entity_count,preview
msg-01581,24091,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Клоун
msg-01582,24089,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Универ
msg-01583,24090,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Актуалочка
msg-01585,24087,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ясно
msg-01586,24086,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01587,24085,CONTEXT_ONLY,CONTEXT_ONLY,False,0,видимо
msg-01588,24083,CONTEXT_ONLY,CONTEXT_ONLY,False,0,что он что то делает?
msg-01589,24084,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"Просто, ""верните бенз"""
msg-01590,24082,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Что как обычно?
msg-01592,24079,CONTEXT_ONLY,CONTEXT_ONLY,False,0,по поводу?
msg-01594,24077,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хотя и 40+ там 10% будет
msg-01595,24076,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И десяток 18+ видимо
msg-01596,24075,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ИДИ КАРТЫ СМОТРИ
msg-01598,24073,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЧТОООО
msg-01599,24072,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Так что да
msg-01600,24071,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АХХАХАХАХАХ
msg-01604,24067,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"похуй, считай вруном"
msg-01605,24066,CONTEXT_ONLY,CONTEXT_ONLY,False,0,да не
msg-01606,24065,CONTEXT_ONLY,CONTEXT_ONLY,False,0,как же это в твоем стиле
msg-01608,24063,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Что тоже не плохо
msg-01609,24061,CONTEXT_ONLY,CONTEXT_ONLY,False,0,омгггггг
msg-01611,24060,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"Веселье, и объедки"
msg-01612,24059,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Погугли слово ехать
msg-01613,24058,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Верните бенз по 2.5!
msg-01614,24057,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А тут чисто фан
msg-01615,24056,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ДУМАЙ ГОЛОВОЙ
msg-01616,24055,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ПРИКИНЬ НУ СОБРАТЬСЯ НАДО
msg-01617,24054,CONTEXT_ONLY,CONTEXT_ONLY,False,0,досуг с пользой будет
msg-01622,24048,CONTEXT_ONLY,CONTEXT_ONLY,False,0,да почитай
msg-01624,24047,CONTEXT_ONLY,CONTEXT_ONLY,False,0,возьми лучше книгу
msg-01631,24039,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"это к Никите) если надо, я могу поскидывать"
msg-01632,24041,CONTEXT_ONLY,CONTEXT_ONLY,False,0,он как обычно
msg-01633,24038,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ой бляяя
msg-01634,24037,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не
msg-01636,24035,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну ты серьезно?
msg-01637,24034,CONTEXT_ONLY,CONTEXT_ONLY,False,0,чтобы что?
msg-01642,24029,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ахахаха
msg-01645,24026,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Эта схема уже накатанная
msg-01646,24025,CONTEXT_ONLY,CONTEXT_ONLY,False,0,обоснуешь?
msg-01647,24024,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ты норм?
msg-01648,24023,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И самый прикол
msg-01649,24022,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Оч красиво поймала
msg-01650,24021,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Говорит к словпм придралась
msg-01651,24020,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хватают на лжи
msg-01652,24018,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Сначала снижает время
msg-01656,24015,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хуже
msg-01659,24012,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Как красиво
msg-01664,24007,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Дозавтра гой
msg-01665,24006,CONTEXT_ONLY,CONTEXT_ONLY,False,0,да я рофлю
msg-01666,24005,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ещё раз хорошего дня
msg-01667,24004,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И он её осознал
msg-01668,24003,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это была большая ошибка
msg-01669,24002,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Смысл греть?
msg-01672,23999,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я ему написал в лс)
msg-01676,23994,CONTEXT_ONLY,CONTEXT_ONLY,False,0,все бывай
msg-01677,23993,CONTEXT_ONLY,CONTEXT_ONLY,False,0,конечно конечно
msg-01678,23992,CONTEXT_ONLY,CONTEXT_ONLY,False,0,даддада
msg-01680,23990,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а там еще рефка есть?
msg-01683,23987,CONTEXT_ONLY,CONTEXT_ONLY,False,0,то ты ебанутая
msg-01684,23985,CONTEXT_ONLY,CONTEXT_ONLY,False,0,если ты это считаешь враньем
msg-01686,23984,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мне похуй
msg-01687,23983,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ададададд
msg-01689,23981,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дададададда
msg-01690,23980,CONTEXT_ONLY,CONTEXT_ONLY,False,0,омг
msg-01691,23979,CONTEXT_ONLY,CONTEXT_ONLY,False,0,считай враньем
msg-01695,23974,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ОМГ ТЫ ВОЗДУАХН
msg-01697,23972,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ты раздаешь ебать
msg-01698,23971,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЫЫЫЫ ТЫ ВРЕЕЕЕШЬ
msg-01699,23970,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Факт
msg-01700,23969,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и потом в 14 уезжаю
msg-01701,23968,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Факт
msg-01702,23966,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"1,5 туда ехать"
msg-01704,23965,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я отдельно пишу
msg-01708,23960,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Факт
msg-01709,23958,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а я нет
msg-01710,23957,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ты крутой в мейне
msg-01711,23956,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Как я тебя читаю
msg-01712,23955,CONTEXT_ONLY,CONTEXT_ONLY,False,0,круто
msg-01713,23954,CONTEXT_ONLY,CONTEXT_ONLY,False,0,До слова
msg-01714,23953,CONTEXT_ONLY,CONTEXT_ONLY,False,0,бб
msg-01715,23952,CONTEXT_ONLY,CONTEXT_ONLY,False,0,какая ты конченная
msg-01717,23950,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ОМГГГГГГГ
msg-01721,23945,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АЙ К СЛАВАМ ПРИДИРАЕШЬСЯ
msg-01723,23944,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я НЕ СОБИРАЮСЬ В 14
msg-01724,23943,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я УЕЗЖАЮ В 14
msg-01725,23942,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В лс отписал
msg-01726,23941,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"ехать 1,5"
msg-01727,23940,CONTEXT_ONLY,CONTEXT_ONLY,False,0,УЕЗЖАЮ
msg-01728,23939,CONTEXT_ONLY,CONTEXT_ONLY,False,0,алееее
msg-01729,23938,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"ехать 1,5"
msg-01730,23937,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я уезжаю в 14 если что
msg-01731,23936,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не 2
msg-01732,23935,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не?
msg-01733,23934,CONTEXT_ONLY,CONTEXT_ONLY,False,0,30 минут
msg-01734,23932,CONTEXT_ONLY,CONTEXT_ONLY,False,0,одеться
msg-01735,23933,CONTEXT_ONLY,CONTEXT_ONLY,False,0,полезные мср
msg-01736,23931,CONTEXT_ONLY,CONTEXT_ONLY,False,0,причесаться
msg-01737,23929,CONTEXT_ONLY,CONTEXT_ONLY,False,0,помыться там
msg-01740,23927,CONTEXT_ONLY,CONTEXT_ONLY,False,0,собраться надо мне але?
msg-01742,23925,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЧТОООООООООО
msg-01745,23922,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В кинь линк
msg-01746,23921,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Очень странно
msg-01747,23920,CONTEXT_ONLY,CONTEXT_ONLY,False,0,типан
msg-01748,23918,CONTEXT_ONLY,CONTEXT_ONLY,False,0,собраться надо мне?
msg-01749,23917,CONTEXT_ONLY,CONTEXT_ONLY,False,0,?)
msg-01751,23915,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01753,23913,CONTEXT_ONLY,CONTEXT_ONLY,False,0,СЕСТРЕ АЛЕ
msg-01754,23912,CONTEXT_ONLY,CONTEXT_ONLY,False,0,КОМУ
msg-01755,23910,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"1,5 часа"
msg-01756,23909,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Уже цветы КОМУТО надо купить
msg-01758,23908,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и еще полезные статьи в (приватке)
msg-01760,23905,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не 2
msg-01761,23904,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01764,23901,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мгу
msg-01765,23900,CONTEXT_ONLY,CONTEXT_ONLY,False,0,она сама сказала
msg-01766,23899,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Сколько ехать
msg-01768,23897,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И универ дай
msg-01769,23896,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Серверов куча
msg-01770,23895,CONTEXT_ONLY,CONTEXT_ONLY,False,0,да
msg-01771,23894,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В 16?
msg-01773,23892,CONTEXT_ONLY,CONTEXT_ONLY,False,0,что за письмо?
msg-01775,23890,CONTEXT_ONLY,CONTEXT_ONLY,False,0,наслаждайся
msg-01776,23889,CONTEXT_ONLY,CONTEXT_ONLY,False,0,на
msg-01777,23888,CONTEXT_ONLY,CONTEXT_ONLY,False,0,yf
msg-01781,23883,CONTEXT_ONLY,CONTEXT_ONLY,False,0,С впсочек вайтлистовых
msg-01782,23882,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ГС СКИНУ
msg-01783,23881,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЩАС
msg-01784,23879,CONTEXT_ONLY,CONTEXT_ONLY,False,0,врешь опять
msg-01786,23878,CONTEXT_ONLY,CONTEXT_ONLY,False,0,боже
msg-01790,23874,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Опять врешь боже
msg-01792,23871,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Марет
msg-01793,23870,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это другая сестра
msg-01797,23865,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Есть
msg-01799,23862,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я посмотрю сколько ехать
msg-01800,23863,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Безлим на вайтлисты
msg-01801,23860,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Универ дай
msg-01802,23861,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хуя ты придумал
msg-01803,23859,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я гляну 2 часа езды
msg-01804,23858,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мгу
msg-01805,23857,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это университет
msg-01807,23855,CONTEXT_ONLY,CONTEXT_ONLY,False,0,школы
msg-01808,23854,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И где ты живешь
msg-01812,23850,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Quattro vpn заебись
msg-01816,23846,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Сказочник
msg-01817,23845,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Который уже выпустился
msg-01822,23839,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мдох
msg-01823,23840,CONTEXT_ONLY,CONTEXT_ONLY,False,0,нет
msg-01825,23837,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Не ве рю
msg-01826,23836,CONTEXT_ONLY,CONTEXT_ONLY,False,0,там 2 часа И ТО ЕСЛИ ПОВЕЗЕТ
msg-01827,23835,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"оттуда 1,5"
msg-01829,23833,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01830,23832,CONTEXT_ONLY,CONTEXT_ONLY,False,0,НА СРАННЫЕ ПОЛЧАСА
msg-01831,23831,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Максимум полтора часа
msg-01832,23830,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АХХАХАХА
msg-01834,23829,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Уйди в оффлайн
msg-01836,23826,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну
msg-01837,23825,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Играть в геншин
msg-01840,23822,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это офлайн называется
msg-01841,23821,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Сегодня у меня кучи дел
msg-01843,23819,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Наврядли
msg-01845,23817,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Когда интернета нет
msg-01846,23815,CONTEXT_ONLY,CONTEXT_ONLY,False,0,кстати факт
msg-01848,23813,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А про 6-7
msg-01849,23812,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я говорила не про 8
msg-01850,23811,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не убдешь в 8 вставать
msg-01852,23809,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ОММГГГГ
msg-01855,23806,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01856,23802,CONTEXT_ONLY,CONTEXT_ONLY,False,0,факт
msg-01857,23801,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Удалила они мешали
msg-01858,23800,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ГДЕ ТЕМЫ
msg-01859,23799,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЭЭЭ ТЫ ЗАСКАМИЛА МЕНЯ
msg-01860,23798,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Волна да
msg-01861,23796,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а где темы кстати
msg-01863,23795,CONTEXT_ONLY,CONTEXT_ONLY,False,0,вейв?
msg-01864,23794,CONTEXT_ONLY,CONTEXT_ONLY,False,0,О чем поболтаем
msg-01867,23791,CONTEXT_ONLY,CONTEXT_ONLY,False,0,оно как будто и обидно
msg-01869,23789,CONTEXT_ONLY,CONTEXT_ONLY,False,0,все понятно дрянная девченка
msg-01872,23786,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ты ливнул и игнорил
msg-01873,23785,CONTEXT_ONLY,CONTEXT_ONLY,False,0,чоооо
msg-01874,23784,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ты спросила вообще?
msg-01877,23781,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В тфт
msg-01878,23780,CONTEXT_ONLY,CONTEXT_ONLY,False,0,0
msg-01880,23778,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Знаешь сколько там калорий?
msg-01881,23777,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а где ты бала
msg-01882,23776,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Угадала
msg-01883,23775,CONTEXT_ONLY,CONTEXT_ONLY,False,0,чай хлебаю
msg-01884,23774,CONTEXT_ONLY,CONTEXT_ONLY,False,0,нет
msg-01885,23773,CONTEXT_ONLY,CONTEXT_ONLY,False,0,поч я гой
msg-01886,23772,CONTEXT_ONLY,CONTEXT_ONLY,False,0,давай болтать
msg-01887,23771,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Жрешь полюбому
msg-01888,23770,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ало гой
msg-01889,23769,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну алоооо
msg-01892,23765,CONTEXT_ONLY,CONTEXT_ONLY,False,0,белык списки это что
msg-01897,23759,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну ищи в чате
msg-01899,23757,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Genvpn
msg-01900,23756,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"Покаж, я деревянный"
msg-01903,23753,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ахах
msg-01914,23741,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а ты крутая чика?
msg-01915,23740,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Уль
msg-01916,23739,CONTEXT_ONLY,CONTEXT_ONLY,False,0,по статистике
msg-01917,23738,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лонговал?
msg-01918,23737,CONTEXT_ONLY,CONTEXT_ONLY,False,0,чо ночью делал?
msg-01919,23735,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да
msg-01920,23736,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Шорнивип
msg-01922,23732,CONTEXT_ONLY,CONTEXT_ONLY,False,0,сластерзабор
msg-01923,23731,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Абдулекс
msg-01925,23730,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лексулох
msg-01928,23727,CONTEXT_ONLY,CONTEXT_ONLY,False,0,похуй
msg-01929,23726,CONTEXT_ONLY,CONTEXT_ONLY,False,0,да позх
msg-01935,23719,CONTEXT_ONLY,CONTEXT_ONLY,False,0,вот
msg-01936,23718,CONTEXT_ONLY,CONTEXT_ONLY,False,0,где лекс
msg-01937,23717,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это лекс с твинка?
msg-01938,23716,CONTEXT_ONLY,CONTEXT_ONLY,False,0,чо щас делать
msg-01939,23715,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лютый
msg-01940,23714,CONTEXT_ONLY,CONTEXT_ONLY,False,0,предиктер
msg-01942,23711,CONTEXT_ONLY,CONTEXT_ONLY,False,0,о как
msg-01945,23708,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ничего нет)
msg-01947,23705,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и
msg-01955,23697,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и Вам!
msg-01957,23694,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ещё раз хорошего дня
msg-01958,23693,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я лонгую До 64
msg-01959,23692,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И он её осознал
msg-01960,23691,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хорош
msg-01962,23689,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это была большая ошибка
msg-01963,23686,CONTEXT_ONLY,CONTEXT_ONLY,False,0,шортим шортим
msg-01964,23685,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и Вам!)
msg-01966,23683,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хорошего дня
msg-01968,23681,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я всё проверю и посмотрю
msg-01969,23680,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Для меня это было самым главным
msg-01971,23678,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Привет
msg-01972,23677,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Апи работает ?
msg-01977,23671,CONTEXT_ONLY,CONTEXT_ONLY,False,0,8967528856:AAH_eyTtV3_L_ehjtb5Obexi5nMd3seipqg
msg-01987,23661,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это бред
msg-01990,23658,CONTEXT_ONLY,CONTEXT_ONLY,False,0,эм
msg-01994,23654,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-01995,23653,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Куда
msg-01996,23652,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В 23 30
msg-01999,23649,CONTEXT_ONLY,CONTEXT_ONLY,False,0,или сюжет?
msg-02002,23646,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я уезжаю в 14 если что
msg-02003,23645,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Умоляю
msg-02007,23641,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Где наврал
msg-02008,23640,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Наврал поняла
msg-02010,23638,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Прочитай что я спросила
msg-02011,23637,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А я?
msg-02012,23636,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хоть 10 круток
msg-02015,23633,CONTEXT_ONLY,CONTEXT_ONLY,False,0,На максимум выкоадываемся
msg-02017,23631,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Завтра баннер сандроне
msg-02018,23630,CONTEXT_ONLY,CONTEXT_ONLY,False,0,31 дня нет
msg-02019,23628,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Загуглила
msg-02025,23621,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Купить дину?
msg-02026,23620,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ща ятпроснусь
msg-02027,23619,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Мдо
msg-02029,23616,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Интересно почему
msg-02030,23615,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Голова болит
msg-02031,23613,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ку
msg-02035,23610,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Где почитать-посмотреть можно?
msg-02036,23608,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Дак это стоит уже давно)
msg-02039,23606,CONTEXT_ONLY,CONTEXT_ONLY,False,1,@asati_yt В лс отвечает?
msg-02041,23604,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Китайцы банчат
msg-02051,23591,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а что не так глобально?
msg-02059,23582,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это как нахуй
msg-02061,23578,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это игрок
msg-02062,23577,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я в ахуе бро
msg-02068,23570,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Как то по-другому уже зазвучало
msg-02070,23568,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Эмоционально тяжко
msg-02073,23565,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и с плечом х300
msg-02077,23561,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а щас июньские шорты
msg-02078,23560,CONTEXT_ONLY,CONTEXT_ONLY,False,0,и можно июльские лонги открыть
msg-02081,23557,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лонги же июльские
msg-02083,23555,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Тоже думаю что шорт
msg-02085,23553,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Шорт скорее всего
msg-02087,23551,CONTEXT_ONLY,CONTEXT_ONLY,False,0,интересует опус
msg-02088,23550,CONTEXT_ONLY,CONTEXT_ONLY,False,0,желательно что с картами связано
msg-02089,23548,CONTEXT_ONLY,CONTEXT_ONLY,False,0,на завод
msg-02091,23547,CONTEXT_ONLY,CONTEXT_ONLY,False,0,парни что щас абузить можно?
msg-02092,23545,CONTEXT_ONLY,CONTEXT_ONLY,False,0,на работу идем
msg-02097,23540,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"лютейшее кэширование, правильно"
msg-02099,23538,CONTEXT_ONLY,CONTEXT_ONLY,False,0,потому что то?
msg-02104,23531,CONTEXT_ONLY,CONTEXT_ONLY,False,0,та за шо
msg-02105,23530,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Забанил человечника
msg-02106,23529,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хочу сдохнуть
msg-02123,23510,CONTEXT_ONLY,CONTEXT_ONLY,False,0,как успехи с миссиями в дроиде?
msg-02130,23502,CONTEXT_ONLY,CONTEXT_ONLY,False,0,гпт
msg-02131,23501,CONTEXT_ONLY,CONTEXT_ONLY,False,0,5.4
msg-02132,23500,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Error submitting message
msg-02134,23498,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ты че ебанулся
msg-02137,23493,CONTEXT_ONLY,CONTEXT_ONLY,False,1,@asati_yt ответь лс
msg-02138,23492,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Не освоился ещё человек
msg-02139,23491,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ну типо того
msg-02142,23488,CONTEXT_ONLY,CONTEXT_ONLY,False,0,поступок мужчины
msg-02144,23486,CONTEXT_ONLY,CONTEXT_ONLY,False,0,красавчик
msg-02157,23473,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а сейчас он где?
msg-02158,23472,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Добавили уже сравнительно давно
msg-02162,23468,CONTEXT_ONLY,CONTEXT_ONLY,False,0,заебал ломаться
msg-02172,23457,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я фикс
msg-02173,23456,CONTEXT_ONLY,CONTEXT_ONLY,False,0,нихуева идёт
msg-02175,23454,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"О, привет!=)"
msg-02179,23448,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Они уже расстановку опубликовали ?
msg-02180,23447,CONTEXT_ONLY,CONTEXT_ONLY,False,0,интересно
msg-02181,23446,CONTEXT_ONLY,CONTEXT_ONLY,False,0,голландцы в 5 защей выйдут
msg-02182,23445,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хотя они могут и в контроль
msg-02192,23435,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лигу нации глянь
msg-02196,23431,CONTEXT_ONLY,CONTEXT_ONLY,False,0,нормально
msg-02200,23427,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Свкаа лудоманы...
msg-02207,23419,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Теперь они
msg-02211,23415,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Нет командного духа
